id,race,playerid
16241,asian,5
16242,asian,25
16243,asian,13
16244,asian,30
16245,asian,21
16246,asian,15
16247,asian,7
16248,asian,5
16249,asian,4
16250,asian,8
16251,asian,21
16252,asian,22
16253,asian,27
16254,asian,14
16255,asian,25
16256,asian,14
16257,asian,22
16258,asian,19
16259,asian,1
16260,asian,17
16261,asian,9
16262,asian,23
16263,asian,1
16264,asian,9
16265,asian,26
16266,asian,17
16267,asian,26
16268,asian,27
16269,asian,17
16270,asian,25
16271,asian,22
16272,asian,14
16273,asian,16
16274,asian,16
16275,asian,17
16276,asian,21
16277,asian,1
16278,asian,27
16279,asian,25
16280,asian,19
16281,asian,27
16282,asian,23
16283,asian,1
16284,asian,1
16285,asian,1
16286,asian,22
16287,asian,19
16288,asian,1
16289,asian,14
16290,asian,21
16291,asian,22
16292,asian,26
16293,asian,26
16294,asian,26
16295,asian,27
16296,asian,16
16297,asian,9
16298,asian,19
16299,asian,25
16300,asian,17
16301,asian,21
16302,asian,9
16303,asian,23
16304,asian,21
16305,asian,26
16306,asian,9
16307,asian,23
16308,asian,23
16309,asian,17
16310,asian,17
16311,asian,22
16312,asian,19
16313,asian,16
16314,asian,21
16315,asian,14
16316,asian,9
16317,asian,23
16318,asian,27
16319,asian,16
16320,asian,1
16321,asian,21
16322,asian,19
16323,asian,25
16324,asian,16
16325,asian,26
16326,asian,22
16327,asian,14
16328,asian,19
16329,asian,26
16330,asian,9
16331,asian,26
16332,asian,23
16333,asian,23
16334,asian,25
16335,asian,16
16336,asian,27
16337,asian,26
16338,asian,25
16339,asian,21
16340,asian,16
16341,asian,22
16342,asian,27
16343,asian,21
16344,asian,17
16345,asian,27
16346,asian,25
16347,asian,25
16348,asian,9
16349,asian,19
16350,asian,1
16351,asian,26
16352,asian,22
16353,asian,14
16354,asian,14
16355,asian,9
16356,asian,23
16357,asian,17
16358,asian,14
16359,asian,16
16360,asian,27
16361,asian,23
16362,asian,16
16363,asian,16
16364,asian,19
16365,asian,16
16366,asian,14
16367,asian,25
16368,asian,14
16369,asian,23
16370,asian,22
16371,asian,14
16372,asian,20
16373,asian,7
16374,asian,24
16375,asian,4
16376,asian,12
16377,asian,11
16378,asian,5
16379,asian,30
16380,asian,15
16381,asian,15
16382,asian,12
16383,asian,11
16384,asian,8
16385,asian,20
16386,asian,4
16387,asian,10
16388,asian,5
16389,asian,10
16390,asian,5
16391,asian,8
16392,asian,15
16393,asian,20
16394,asian,11
16395,asian,24
16396,asian,4
16397,asian,7
16398,asian,13
16399,asian,4
16400,asian,8
16401,asian,30
16402,asian,5
16403,asian,18
16404,asian,15
16405,asian,18
16406,asian,10
16407,asian,7
16408,asian,20
16409,asian,15
16410,asian,30
16411,asian,24
16412,asian,7
16413,asian,24
16414,asian,5
16415,asian,30
16416,asian,12
16417,asian,2
16418,asian,2
16419,asian,13
16420,asian,2
16421,asian,24
16422,asian,10
16423,asian,5
16424,asian,12
16425,asian,20
16426,asian,20
16427,asian,8
16428,asian,24
16429,asian,8
16430,asian,10
16431,asian,13
16432,asian,18
16433,asian,13
16434,asian,15
16435,asian,4
16436,asian,18
16437,asian,13
16438,asian,13
16439,asian,11
16440,asian,30
16441,asian,30
16442,asian,12
16443,asian,12
16444,asian,15
16445,asian,10
16446,asian,13
16447,asian,18
16448,asian,15
16449,asian,12
16450,asian,8
16451,asian,7
16452,asian,18
16453,asian,24
16454,asian,10
16455,asian,18
16456,asian,30
16457,asian,18
16458,asian,5
16459,asian,7
16460,asian,7
16461,asian,10
16462,asian,4
16463,asian,18
16464,asian,4
16465,asian,20
16466,asian,11
16467,asian,2
16468,asian,4
16469,asian,8
16470,asian,13
16471,asian,13
16472,asian,30
16473,asian,11
16474,asian,8
16475,asian,20
16476,asian,8
16477,asian,2
16478,asian,5
16479,asian,20
16480,asian,2
16481,asian,2
16482,asian,18
16483,asian,11
16484,asian,30
16485,asian,11
16486,asian,10
16487,asian,2
16488,asian,12
16489,asian,7
16490,asian,24
16491,asian,24
16492,asian,5
16493,asian,4
16494,asian,24
16495,asian,4
16496,asian,7
16497,asian,15
16498,asian,5
16499,asian,10
16500,asian,20
16501,asian,8
16502,asian,2
16503,asian,8
16504,asian,5
16505,asian,4
16506,asian,12
16507,asian,5
16508,asian,15
16509,asian,11
16510,asian,5
16511,asian,13
16512,asian,8
16513,asian,9
16514,asian,25
16515,asian,20
16516,asian,3
16517,asian,27
16518,asian,24
16519,asian,1
16520,asian,19
16521,asian,6
16522,asian,15
16523,asian,25
16524,asian,24
16525,asian,21
16526,asian,14
16527,asian,30
16528,asian,6
16529,asian,11
16530,asian,3
16531,asian,28
16532,asian,20
16533,asian,26
16534,asian,23
16535,asian,28
16536,asian,29
16537,asian,9
16538,asian,14
16539,asian,14
16540,asian,3
16541,asian,19
16542,asian,24
16543,asian,23
16544,asian,18
16545,asian,28
16546,asian,30
16547,asian,16
16548,asian,27
16549,asian,15
16550,asian,20
16551,asian,15
16552,asian,6
16553,asian,29
16554,asian,22
16555,asian,18
16556,asian,26
16557,asian,26
16558,asian,22
16559,asian,16
16560,asian,29
16561,asian,3
16562,asian,28
16563,asian,6
16564,asian,19
16565,asian,30
16566,asian,23
16567,asian,19
16568,asian,25
16569,asian,9
16570,asian,16
16571,asian,22
16572,asian,27
16573,asian,29
16574,asian,15
16575,asian,21
16576,asian,22
16577,asian,15
16578,asian,18
16579,asian,17
16580,asian,11
16581,asian,14
16582,asian,6
16583,asian,21
16584,asian,28
16585,asian,11
16586,asian,27
16587,asian,23
16588,asian,20
16589,asian,21
16590,asian,23
16591,asian,6
16592,asian,18
16593,asian,19
16594,asian,1
16595,asian,11
16596,asian,15
16597,asian,1
16598,asian,23
16599,asian,24
16600,asian,28
16601,asian,24
16602,asian,3
16603,asian,25
16604,asian,27
16605,asian,17
16606,asian,30
16607,asian,11
16608,asian,23
16609,asian,11
16610,asian,29
16611,asian,30
16612,asian,17
16613,asian,14
16614,asian,9
16615,asian,29
16616,asian,17
16617,asian,22
16618,asian,3
16619,asian,17
16620,asian,20
16621,asian,27
16622,asian,28
16623,asian,1
16624,asian,27
16625,asian,20
16626,asian,24
16627,asian,6
16628,asian,1
16629,asian,18
16630,asian,27
16631,asian,29
16632,asian,26
16633,asian,25
16634,asian,25
16635,asian,9
16636,asian,18
16637,asian,9
16638,asian,14
16639,asian,1
16640,asian,16
16641,asian,16
16642,asian,14
16643,asian,21
16644,asian,1
16645,asian,20
16646,asian,29
16647,asian,26
16648,asian,21
16649,asian,11
16650,asian,16
16651,asian,16
16652,asian,9
16653,asian,24
16654,asian,17
16655,asian,18
16656,asian,16
16657,asian,16
16658,asian,22
16659,asian,20
16660,asian,11
16661,asian,3
16662,asian,17
16663,asian,18
16664,asian,16
16665,asian,17
16666,asian,27
16667,asian,6
16668,asian,22
16669,asian,21
16670,asian,18
16671,asian,21
16672,asian,24
16673,asian,15
16674,asian,24
16675,asian,26
16676,asian,19
16677,asian,9
16678,asian,25
16679,asian,30
16680,asian,14
16681,asian,17
16682,asian,15
16683,asian,20
16684,asian,30
16685,asian,30
16686,asian,6
16687,asian,23
16688,asian,30
16689,asian,17
16690,asian,20
16691,asian,1
16692,asian,6
16693,asian,26
16694,asian,22
16695,asian,3
16696,asian,25
16697,asian,29
16698,asian,9
16699,asian,24
16700,asian,18
16701,asian,15
16702,asian,3
16703,asian,3
16704,asian,22
16705,asian,21
16706,asian,22
16707,asian,16
16708,asian,20
16709,asian,21
16710,asian,26
16711,asian,21
16712,asian,26
16713,asian,18
16714,asian,11
16715,asian,20
16716,asian,27
16717,asian,28
16718,asian,19
16719,asian,27
16720,asian,28
16721,asian,18
16722,asian,18
16723,asian,18
16724,asian,6
16725,asian,1
16726,asian,20
16727,asian,19
16728,asian,11
16729,asian,26
16730,asian,9
16731,asian,6
16732,asian,23
16733,asian,28
16734,asian,14
16735,asian,30
16736,asian,19
16737,asian,23
16738,asian,21
16739,asian,3
16740,asian,24
16741,asian,24
16742,asian,25
16743,asian,1
16744,asian,16
16745,asian,28
16746,asian,6
16747,asian,25
16748,asian,4
16749,asian,10
16750,asian,10
16751,asian,8
16752,asian,8
16753,asian,4
16754,asian,12
16755,asian,12
16756,asian,12
16757,asian,4
16758,asian,12
16759,asian,10
16760,asian,10
16761,asian,4
16762,asian,27
16763,asian,8
16764,asian,27
16765,asian,5
16766,asian,5
16767,asian,12
16768,asian,4
16769,asian,5
16770,asian,27
16771,asian,27
16772,asian,5
16773,asian,4
16774,asian,10
16775,asian,5
16776,asian,10
16777,asian,5
16778,asian,12
16779,asian,8
16780,asian,8
16781,asian,27
16782,asian,12
16783,asian,8
16784,asian,27
16785,asian,5
16786,asian,4
16787,asian,4
16788,asian,8
16789,asian,12
16790,asian,27
16791,asian,10
16792,asian,5
16793,asian,27
16794,asian,12
16795,asian,10
16796,asian,10
16797,asian,12
16798,asian,8
16799,asian,10
16800,asian,10
16801,asian,4
16802,asian,5
16803,asian,8
16804,asian,5
16805,asian,27
16806,asian,27
16807,asian,19
16808,asian,26
16809,asian,15
16810,asian,17
16811,asian,10
16812,asian,25
16813,asian,11
16814,asian,20
16815,asian,15
16816,asian,7
16817,asian,29
16818,asian,21
16819,asian,13
16820,asian,19
16821,asian,10
16822,asian,17
16823,asian,1
16824,asian,16
16825,asian,2
16826,asian,11
16827,asian,29
16828,asian,19
16829,asian,20
16830,asian,19
16831,asian,18
16832,asian,26
16833,asian,17
16834,asian,21
16835,asian,20
16836,asian,15
16837,asian,30
16838,asian,20
16839,asian,15
16840,asian,16
16841,asian,13
16842,asian,14
16843,asian,29
16844,asian,30
16845,asian,25
16846,asian,21
16847,asian,12
16848,asian,17
16849,asian,12
16850,asian,20
16851,asian,16
16852,asian,23
16853,asian,29
16854,asian,19
16855,asian,30
16856,asian,14
16857,asian,7
16858,asian,25
16859,asian,13
16860,asian,10
16861,asian,19
16862,asian,13
16863,asian,29
16864,asian,19
16865,asian,25
16866,asian,25
16867,asian,1
16868,asian,12
16869,asian,14
16870,asian,23
16871,asian,23
16872,asian,15
16873,asian,2
16874,asian,14
16875,asian,10
16876,asian,13
16877,asian,26
16878,asian,30
16879,asian,12
16880,asian,25
16881,asian,26
16882,asian,10
16883,asian,12
16884,asian,23
16885,asian,23
16886,asian,13
16887,asian,23
16888,asian,11
16889,asian,14
16890,asian,7
16891,asian,29
16892,asian,10
16893,asian,29
16894,asian,16
16895,asian,15
16896,asian,20
16897,asian,20
16898,asian,30
16899,asian,10
16900,asian,18
16901,asian,18
16902,asian,1
16903,asian,23
16904,asian,29
16905,asian,14
16906,asian,14
16907,asian,14
16908,asian,11
16909,asian,17
16910,asian,12
16911,asian,18
16912,asian,7
16913,asian,16
16914,asian,30
16915,asian,17
16916,asian,30
16917,asian,18
16918,asian,26
16919,asian,26
16920,asian,23
16921,asian,21
16922,asian,2
16923,asian,30
16924,asian,1
16925,asian,19
16926,asian,17
16927,asian,7
16928,asian,2
16929,asian,26
16930,asian,25
16931,asian,2
16932,asian,14
16933,asian,18
16934,asian,30
16935,asian,12
16936,asian,1
16937,asian,11
16938,asian,1
16939,asian,7
16940,asian,25
16941,asian,15
16942,asian,11
16943,asian,29
16944,asian,20
16945,asian,10
16946,asian,16
16947,asian,2
16948,asian,16
16949,asian,12
16950,asian,1
16951,asian,16
16952,asian,18
16953,asian,29
16954,asian,11
16955,asian,25
16956,asian,7
16957,asian,20
16958,asian,2
16959,asian,11
16960,asian,18
16961,asian,2
16962,asian,14
16963,asian,29
16964,asian,21
16965,asian,19
16966,asian,16
16967,asian,10
16968,asian,15
16969,asian,7
16970,asian,17
16971,asian,17
16972,asian,29
16973,asian,7
16974,asian,13
16975,asian,21
16976,asian,11
16977,asian,7
16978,asian,23
16979,asian,11
16980,asian,2
16981,asian,19
16982,asian,21
16983,asian,23
16984,asian,16
16985,asian,18
16986,asian,29
16987,asian,25
16988,asian,1
16989,asian,21
16990,asian,15
16991,asian,26
16992,asian,20
16993,asian,26
16994,asian,18
16995,asian,10
16996,asian,7
16997,asian,10
16998,asian,21
16999,asian,2
17000,asian,7
17001,asian,21
17002,asian,13
17003,asian,13
17004,asian,17
17005,asian,19
17006,asian,1
17007,asian,21
17008,asian,23
17009,asian,10
17010,asian,25
17011,asian,16
17012,asian,20
17013,asian,15
17014,asian,10
17015,asian,18
17016,asian,17
17017,asian,19
17018,asian,12
17019,asian,12
17020,asian,1
17021,asian,20
17022,asian,7
17023,asian,17
17024,asian,12
17025,asian,9
17026,asian,28
17027,asian,4
17028,asian,9
17029,asian,5
17030,asian,6
17031,asian,24
17032,asian,6
17033,asian,4
17034,asian,3
17035,asian,6
17036,asian,3
17037,asian,28
17038,asian,3
17039,asian,6
17040,asian,5
17041,asian,24
17042,asian,24
17043,asian,5
17044,asian,28
17045,asian,28
17046,asian,4
17047,asian,6
17048,asian,24
17049,asian,9
17050,asian,3
17051,asian,9
17052,asian,8
17053,asian,6
17054,asian,3
17055,asian,5
17056,asian,6
17057,asian,9
17058,asian,9
17059,asian,8
17060,asian,5
17061,asian,24
17062,asian,8
17063,asian,28
17064,asian,28
17065,asian,3
17066,asian,9
17067,asian,3
17068,asian,24
17069,asian,3
17070,asian,8
17071,asian,6
17072,asian,24
17073,asian,5
17074,asian,5
17075,asian,8
17076,asian,6
17077,asian,28
17078,asian,4
17079,asian,24
17080,asian,8
17081,asian,8
17082,asian,4
17083,asian,4
17084,asian,8
17085,asian,28
17086,asian,4
17087,asian,4
17088,asian,24
17089,asian,8
17090,asian,9
17091,asian,3
17092,asian,8
17093,asian,6
17094,asian,8
17095,asian,4
17096,asian,24
17097,asian,8
17098,asian,8
17099,asian,3
17100,asian,24
17101,asian,3
17102,asian,6
17103,asian,28
17104,asian,6
17105,asian,9
17106,asian,4
17107,asian,28
17108,asian,3
17109,asian,5
17110,asian,9
17111,asian,4
17112,asian,9
17113,asian,6
17114,asian,8
17115,asian,5
17116,asian,19
17117,asian,25
17118,asian,21
17119,asian,11
17120,asian,9
17121,asian,23
17122,asian,27
17123,asian,3
17124,asian,11
17125,asian,13
17126,asian,2
17127,asian,15
17128,asian,24
17129,asian,3
17130,asian,19
17131,asian,11
17132,asian,30
17133,asian,29
17134,asian,18
17135,asian,2
17136,asian,19
17137,asian,3
17138,asian,6
17139,asian,24
17140,asian,7
17141,asian,23
17142,asian,15
17143,asian,3
17144,asian,23
17145,asian,10
17146,asian,16
17147,asian,6
17148,asian,28
17149,asian,6
17150,asian,28
17151,asian,30
17152,asian,12
17153,asian,25
17154,asian,19
17155,asian,8
17156,asian,29
17157,asian,4
17158,asian,29
17159,asian,17
17160,asian,26
17161,asian,29
17162,asian,16
17163,asian,24
17164,asian,23
17165,asian,28
17166,asian,3
17167,asian,16
17168,asian,9
17169,asian,22
17170,asian,8
17171,asian,10
17172,asian,9
17173,asian,12
17174,asian,26
17175,asian,5
17176,asian,6
17177,asian,1
17178,asian,11
17179,asian,1
17180,asian,7
17181,asian,5
17182,asian,5
17183,asian,8
17184,asian,4
17185,asian,26
17186,asian,4
17187,asian,15
17188,asian,13
17189,asian,20
17190,asian,28
17191,asian,23
17192,asian,10
17193,asian,30
17194,asian,22
17195,asian,14
17196,asian,22
17197,asian,4
17198,asian,20
17199,asian,24
17200,asian,1
17201,asian,24
17202,asian,10
17203,asian,15
17204,asian,5
17205,asian,13
17206,asian,28
17207,asian,27
17208,asian,21
17209,asian,5
17210,asian,22
17211,asian,8
17212,asian,6
17213,asian,2
17214,asian,17
17215,asian,21
17216,asian,11
17217,asian,25
17218,asian,27
17219,asian,28
17220,asian,20
17221,asian,5
17222,asian,3
17223,asian,29
17224,asian,17
17225,asian,13
17226,asian,5
17227,asian,17
17228,asian,26
17229,asian,15
17230,asian,16
17231,asian,9
17232,asian,9
17233,asian,18
17234,asian,18
17235,asian,14
17236,asian,7
17237,asian,1
17238,asian,14
17239,asian,16
17240,asian,15
17241,asian,25
17242,asian,23
17243,asian,21
17244,asian,14
17245,asian,30
17246,asian,1
17247,asian,21
17248,asian,18
17249,asian,7
17250,asian,18
17251,asian,5
17252,asian,27
17253,asian,12
17254,asian,23
17255,asian,12
17256,asian,14
17257,asian,26
17258,asian,7
17259,asian,17
17260,asian,16
17261,asian,12
17262,asian,12
17263,asian,13
17264,asian,4
17265,asian,27
17266,asian,26
17267,asian,18
17268,asian,27
17269,asian,20
17270,asian,11
17271,asian,20
17272,asian,8
17273,asian,25
17274,asian,29
17275,asian,26
17276,asian,9
17277,asian,2
17278,asian,22
17279,asian,6
17280,asian,15
17281,asian,1
17282,asian,16
17283,asian,30
17284,asian,20
17285,asian,21
17286,asian,10
17287,asian,16
17288,asian,30
17289,asian,17
17290,asian,21
17291,asian,28
17292,asian,20
17293,asian,7
17294,asian,6
17295,asian,4
17296,asian,13
17297,asian,2
17298,asian,12
17299,asian,14
17300,asian,4
17301,asian,29
17302,asian,27
17303,asian,28
17304,asian,30
17305,asian,20
17306,asian,13
17307,asian,24
17308,asian,7
17309,asian,15
17310,asian,6
17311,asian,1
17312,asian,20
17313,asian,5
17314,asian,12
17315,asian,26
17316,asian,9
17317,asian,15
17318,asian,20
17319,asian,25
17320,asian,7
17321,asian,30
17322,asian,22
17323,asian,17
17324,asian,8
17325,asian,10
17326,asian,10
17327,asian,17
17328,asian,24
17329,asian,27
17330,asian,8
17331,asian,9
17332,asian,1
17333,asian,22
17334,asian,28
17335,asian,21
17336,asian,3
17337,asian,22
17338,asian,18
17339,asian,19
17340,asian,20
17341,asian,4
17342,asian,25
17343,asian,3
17344,asian,5
17345,asian,5
17346,asian,12
17347,asian,13
17348,asian,14
17349,asian,4
17350,asian,13
17351,asian,2
17352,asian,22
17353,asian,20
17354,asian,1
17355,asian,15
17356,asian,28
17357,asian,2
17358,asian,18
17359,asian,26
17360,asian,11
17361,asian,25
17362,asian,28
17363,asian,8
17364,asian,4
17365,asian,24
17366,asian,3
17367,asian,6
17368,asian,9
17369,asian,18
17370,asian,8
17371,asian,28
17372,asian,19
17373,asian,14
17374,asian,20
17375,asian,9
17376,asian,19
17377,asian,2
17378,asian,17
17379,asian,23
17380,asian,22
17381,asian,28
17382,asian,25
17383,asian,12
17384,asian,23
17385,asian,12
17386,asian,12
17387,asian,30
17388,asian,14
17389,asian,4
17390,asian,1
17391,asian,1
17392,asian,22
17393,asian,21
17394,asian,4
17395,asian,1
17396,asian,1
17397,asian,30
17398,asian,5
17399,asian,30
17400,asian,2
17401,asian,13
17402,asian,19
17403,asian,24
17404,asian,11
17405,asian,16
17406,asian,12
17407,asian,7
17408,asian,28
17409,asian,2
17410,asian,22
17411,asian,1
17412,asian,11
17413,asian,7
17414,asian,9
17415,asian,19
17416,asian,22
17417,asian,29
17418,asian,25
17419,asian,27
17420,asian,8
17421,asian,10
17422,asian,29
17423,asian,4
17424,asian,26
17425,asian,23
17426,asian,10
17427,asian,14
17428,asian,6
17429,asian,21
17430,asian,25
17431,asian,18
17432,asian,26
17433,asian,20
17434,asian,29
17435,asian,13
17436,asian,29
17437,asian,20
17438,asian,25
17439,asian,18
17440,asian,27
17441,asian,20
17442,asian,17
17443,asian,21
17444,asian,27
17445,asian,26
17446,asian,18
17447,asian,27
17448,asian,25
17449,asian,17
17450,asian,22
17451,asian,13
17452,asian,13
17453,asian,25
17454,asian,29
17455,asian,25
17456,asian,27
17457,asian,26
17458,asian,25
17459,asian,21
17460,asian,29
17461,asian,25
17462,asian,22
17463,asian,17
17464,asian,13
17465,asian,26
17466,asian,29
17467,asian,22
17468,asian,13
17469,asian,22
17470,asian,27
17471,asian,17
17472,asian,18
17473,asian,17
17474,asian,22
17475,asian,20
17476,asian,29
17477,asian,22
17478,asian,21
17479,asian,18
17480,asian,18
17481,asian,21
17482,asian,13
17483,asian,20
17484,asian,17
17485,asian,18
17486,asian,26
17487,asian,26
17488,asian,22
17489,asian,26
17490,asian,17
17491,asian,21
17492,asian,20
17493,asian,27
17494,asian,20
17495,asian,13
17496,asian,29
17497,asian,27
17498,asian,13
17499,asian,21
17500,asian,29
17501,asian,22
17502,asian,22
17503,asian,21
17504,asian,18
17505,asian,27
17506,asian,17
17507,asian,21
17508,asian,25
17509,asian,25
17510,asian,20
17511,asian,21
17512,asian,26
17513,asian,17
17514,asian,21
17515,asian,27
17516,asian,29
17517,asian,18
17518,asian,21
17519,asian,17
17520,asian,18
17521,asian,17
17522,asian,27
17523,asian,13
17524,asian,21
17525,asian,17
17526,asian,20
17527,asian,18
17528,asian,18
17529,asian,26
17530,asian,25
17531,asian,22
17532,asian,12
17533,asian,23
17534,asian,23
17535,asian,12
17536,asian,12
17537,asian,23
17538,asian,23
17539,asian,12
17540,asian,23
17541,asian,12
17542,asian,23
17543,asian,12
17544,asian,12
17545,asian,23
17546,asian,12
17547,asian,12
17548,asian,23
17549,asian,12
17550,asian,23
17551,asian,23
17552,asian,16
17553,asian,12
17554,asian,12
17555,asian,3
17556,asian,19
17557,asian,11
17558,asian,23
17559,asian,6
17560,asian,23
17561,asian,19
17562,asian,14
17563,asian,24
17564,asian,22
17565,asian,6
17566,asian,30
17567,asian,28
17568,asian,4
17569,asian,10
17570,asian,6
17571,asian,2
17572,asian,2
17573,asian,9
17574,asian,22
17575,asian,30
17576,asian,1
17577,asian,2
17578,asian,11
17579,asian,4
17580,asian,28
17581,asian,10
17582,asian,12
17583,asian,28
17584,asian,4
17585,asian,24
17586,asian,9
17587,asian,30
17588,asian,10
17589,asian,10
17590,asian,16
17591,asian,11
17592,asian,2
17593,asian,16
17594,asian,4
17595,asian,9
17596,asian,10
17597,asian,7
17598,asian,24
17599,asian,24
17600,asian,4
17601,asian,3
17602,asian,22
17603,asian,28
17604,asian,24
17605,asian,12
17606,asian,1
17607,asian,23
17608,asian,1
17609,asian,16
17610,asian,4
17611,asian,7
17612,asian,11
17613,asian,30
17614,asian,7
17615,asian,10
17616,asian,11
17617,asian,28
17618,asian,11
17619,asian,19
17620,asian,3
17621,asian,6
17622,asian,22
17623,asian,28
17624,asian,16
17625,asian,3
17626,asian,14
17627,asian,6
17628,asian,19
17629,asian,4
17630,asian,22
17631,asian,28
17632,asian,14
17633,asian,14
17634,asian,24
17635,asian,3
17636,asian,24
17637,asian,24
17638,asian,1
17639,asian,9
17640,asian,1
17641,asian,9
17642,asian,7
17643,asian,28
17644,asian,19
17645,asian,23
17646,asian,23
17647,asian,14
17648,asian,7
17649,asian,1
17650,asian,6
17651,asian,12
17652,asian,9
17653,asian,7
17654,asian,14
17655,asian,22
17656,asian,7
17657,asian,22
17658,asian,28
17659,asian,23
17660,asian,14
17661,asian,1
17662,asian,30
17663,asian,9
17664,asian,4
17665,asian,12
17666,asian,16
17667,asian,3
17668,asian,14
17669,asian,19
17670,asian,12
17671,asian,22
17672,asian,23
17673,asian,9
17674,asian,2
17675,asian,9
17676,asian,3
17677,asian,7
17678,asian,28
17679,asian,12
17680,asian,1
17681,asian,1
17682,asian,16
17683,asian,4
17684,asian,24
17685,asian,19
17686,asian,30
17687,asian,10
17688,asian,3
17689,asian,2
17690,asian,30
17691,asian,30
17692,asian,7
17693,asian,6
17694,asian,11
17695,asian,23
17696,asian,3
17697,asian,2
17698,asian,1
17699,asian,14
17700,asian,2
17701,asian,12
17702,asian,9
17703,asian,10
17704,asian,6
17705,asian,2
17706,asian,11
17707,asian,3
17708,asian,4
17709,asian,14
17710,asian,30
17711,asian,11
17712,asian,10
17713,asian,9
17714,asian,28
17715,asian,16
17716,asian,19
17717,asian,7
17718,asian,22
17719,asian,19
17720,asian,9
17721,asian,1
17722,asian,30
17723,asian,9
17724,asian,9
17725,asian,4
17726,asian,2
17727,asian,4
17728,asian,6
17729,asian,19
17730,asian,28
17731,asian,7
17732,asian,16
17733,asian,2
17734,asian,4
17735,asian,2
17736,asian,3
17737,asian,2
17738,asian,23
17739,asian,11
17740,asian,1
17741,asian,2
17742,asian,16
17743,asian,23
17744,asian,21
17745,asian,29
17746,asian,30
17747,asian,13
17748,asian,8
17749,asian,26
17750,asian,8
17751,asian,3
17752,asian,3
17753,asian,17
17754,asian,17
17755,asian,5
17756,asian,25
17757,asian,30
17758,asian,30
17759,asian,27
17760,asian,25
17761,asian,25
17762,asian,29
17763,asian,25
17764,asian,15
17765,asian,7
17766,asian,7
17767,asian,27
17768,asian,20
17769,asian,28
17770,asian,28
17771,asian,3
17772,asian,21
17773,asian,20
17774,asian,18
17775,asian,18
17776,asian,5
17777,asian,5
17778,asian,26
17779,asian,27
17780,asian,20
17781,asian,20
17782,asian,29
17783,asian,13
17784,asian,15
17785,asian,25
17786,asian,20
17787,asian,29
17788,asian,14
17789,asian,3
17790,asian,30
17791,asian,18
17792,asian,20
17793,asian,27
17794,asian,15
17795,asian,10
17796,asian,3
17797,asian,20
17798,asian,14
17799,asian,15
17800,asian,7
17801,asian,14
17802,asian,26
17803,asian,5
17804,asian,25
17805,asian,5
17806,asian,10
17807,asian,8
17808,asian,14
17809,asian,13
17810,asian,5
17811,asian,26
17812,asian,21
17813,asian,30
17814,asian,3
17815,asian,18
17816,asian,29
17817,asian,20
17818,asian,21
17819,asian,17
17820,asian,3
17821,asian,15
17822,asian,14
17823,asian,28
17824,asian,10
17825,asian,18
17826,asian,28
17827,asian,8
17828,asian,14
17829,asian,17
17830,asian,17
17831,asian,3
17832,asian,17
17833,asian,18
17834,asian,8
17835,asian,13
17836,asian,30
17837,asian,10
17838,asian,13
17839,asian,28
17840,asian,13
17841,asian,28
17842,asian,17
17843,asian,10
17844,asian,10
17845,asian,28
17846,asian,25
17847,asian,10
17848,asian,30
17849,asian,27
17850,asian,26
17851,asian,18
17852,asian,15
17853,asian,13
17854,asian,13
17855,asian,10
17856,asian,14
17857,asian,7
17858,asian,28
17859,asian,3
17860,asian,21
17861,asian,7
17862,asian,26
17863,asian,8
17864,asian,5
17865,asian,14
17866,asian,27
17867,asian,3
17868,asian,27
17869,asian,21
17870,asian,27
17871,asian,25
17872,asian,25
17873,asian,15
17874,asian,7
17875,asian,3
17876,asian,10
17877,asian,21
17878,asian,7
17879,asian,30
17880,asian,20
17881,asian,15
17882,asian,7
17883,asian,25
17884,asian,29
17885,asian,21
17886,asian,7
17887,asian,29
17888,asian,3
17889,asian,28
17890,asian,30
17891,asian,26
17892,asian,26
17893,asian,8
17894,asian,10
17895,asian,10
17896,asian,14
17897,asian,13
17898,asian,20
17899,asian,30
17900,asian,27
17901,asian,29
17902,asian,7
17903,asian,21
17904,asian,20
17905,asian,15
17906,asian,20
17907,asian,25
17908,asian,8
17909,asian,14
17910,asian,26
17911,asian,13
17912,asian,8
17913,asian,8
17914,asian,3
17915,asian,20
17916,asian,8
17917,asian,8
17918,asian,5
17919,asian,18
17920,asian,8
17921,asian,5
17922,asian,18
17923,asian,5
17924,asian,29
17925,asian,25
17926,asian,7
17927,asian,8
17928,asian,7
17929,asian,21
17930,asian,20
17931,asian,30
17932,asian,8
17933,asian,21
17934,asian,26
17935,asian,25
17936,asian,17
17937,asian,28
17938,asian,15
17939,asian,30
17940,asian,3
17941,asian,21
17942,asian,30
17943,asian,17
17944,asian,29
17945,asian,21
17946,asian,18
17947,asian,16
17948,asian,24
17949,asian,27
17950,asian,6
17951,asian,6
17952,asian,16
17953,asian,12
17954,asian,12
17955,asian,2
17956,asian,16
17957,asian,23
17958,asian,20
17959,asian,20
17960,asian,12
17961,asian,20
17962,asian,6
17963,asian,24
17964,asian,16
17965,asian,27
17966,asian,4
17967,asian,4
17968,asian,12
17969,asian,2
17970,asian,2
17971,asian,27
17972,asian,20
17973,asian,6
17974,asian,23
17975,asian,23
17976,asian,4
17977,asian,19
17978,asian,19
17979,asian,12
17980,asian,12
17981,asian,4
17982,asian,24
17983,asian,24
17984,asian,4
17985,asian,20
17986,asian,2
17987,asian,23
17988,asian,27
17989,asian,6
